Files already downloaded and verified
Files already downloaded and verified
prune rate 0.9 regularization odecay 1
valid 159 ====> Acc@1 10.000 Acc@5 50.000
train 160 ====> Acc@1 9.948 Acc@5 49.600
sparsity 160 ====> 96.01% || num_zero/num_total: 821623/855770
valid 160 ====> Acc@1 10.000 Acc@5 50.000
train 161 ====> Acc@1 9.890 Acc@5 49.486
sparsity 161 ====> 96.01% || num_zero/num_total: 821623/855770
valid 161 ====> Acc@1 10.000 Acc@5 50.000
train 162 ====> Acc@1 9.900 Acc@5 49.596
sparsity 162 ====> 96.01% || num_zero/num_total: 821623/855770
valid 162 ====> Acc@1 10.000 Acc@5 50.000
train 163 ====> Acc@1 10.092 Acc@5 50.078
sparsity 163 ====> 96.01% || num_zero/num_total: 821623/855770
valid 163 ====> Acc@1 10.000 Acc@5 50.000
train 164 ====> Acc@1 9.948 Acc@5 50.056
sparsity 164 ====> 96.01% || num_zero/num_total: 821623/855770
valid 164 ====> Acc@1 10.000 Acc@5 50.000
train 165 ====> Acc@1 10.116 Acc@5 49.690
sparsity 165 ====> 96.01% || num_zero/num_total: 821623/855770
valid 165 ====> Acc@1 10.000 Acc@5 50.000
train 166 ====> Acc@1 9.844 Acc@5 49.964
sparsity 166 ====> 96.01% || num_zero/num_total: 821623/855770
valid 166 ====> Acc@1 10.000 Acc@5 50.000
train 167 ====> Acc@1 9.768 Acc@5 49.510
sparsity 167 ====> 96.01% || num_zero/num_total: 821623/855770
valid 167 ====> Acc@1 10.000 Acc@5 50.000
train 168 ====> Acc@1 9.882 Acc@5 50.086
sparsity 168 ====> 96.01% || num_zero/num_total: 821623/855770
valid 168 ====> Acc@1 10.000 Acc@5 50.000
train 169 ====> Acc@1 10.130 Acc@5 49.748
sparsity 169 ====> 96.01% || num_zero/num_total: 821623/855770
valid 169 ====> Acc@1 10.000 Acc@5 50.000
train 170 ====> Acc@1 9.832 Acc@5 49.822
sparsity 170 ====> 96.01% || num_zero/num_total: 821623/855770
valid 170 ====> Acc@1 10.000 Acc@5 50.000
train 171 ====> Acc@1 9.812 Acc@5 49.778
sparsity 171 ====> 96.01% || num_zero/num_total: 821623/855770
valid 171 ====> Acc@1 10.000 Acc@5 50.000
train 172 ====> Acc@1 9.830 Acc@5 49.850
sparsity 172 ====> 96.01% || num_zero/num_total: 821623/855770
valid 172 ====> Acc@1 10.000 Acc@5 50.000
train 173 ====> Acc@1 10.004 Acc@5 49.666
sparsity 173 ====> 96.01% || num_zero/num_total: 821623/855770
valid 173 ====> Acc@1 10.000 Acc@5 50.000
train 174 ====> Acc@1 9.750 Acc@5 49.622
sparsity 174 ====> 96.01% || num_zero/num_total: 821623/855770
valid 174 ====> Acc@1 10.000 Acc@5 50.000
train 175 ====> Acc@1 9.900 Acc@5 50.100
sparsity 175 ====> 96.01% || num_zero/num_total: 821623/855770
valid 175 ====> Acc@1 10.000 Acc@5 50.000
train 176 ====> Acc@1 9.830 Acc@5 49.574
sparsity 176 ====> 96.01% || num_zero/num_total: 821623/855770
valid 176 ====> Acc@1 10.000 Acc@5 50.000
train 177 ====> Acc@1 10.114 Acc@5 50.072
sparsity 177 ====> 96.01% || num_zero/num_total: 821623/855770
valid 177 ====> Acc@1 10.000 Acc@5 50.000
train 178 ====> Acc@1 10.032 Acc@5 49.818
sparsity 178 ====> 96.01% || num_zero/num_total: 821623/855770
valid 178 ====> Acc@1 10.000 Acc@5 50.000
train 179 ====> Acc@1 10.040 Acc@5 50.138
sparsity 179 ====> 96.01% || num_zero/num_total: 821623/855770
valid 179 ====> Acc@1 10.000 Acc@5 50.000
train 180 ====> Acc@1 10.056 Acc@5 49.466
sparsity 180 ====> 96.01% || num_zero/num_total: 821623/855770
valid 180 ====> Acc@1 10.000 Acc@5 50.000
train 181 ====> Acc@1 10.034 Acc@5 49.550
sparsity 181 ====> 96.01% || num_zero/num_total: 821623/855770
valid 181 ====> Acc@1 10.000 Acc@5 50.000
train 182 ====> Acc@1 10.018 Acc@5 50.044
sparsity 182 ====> 96.01% || num_zero/num_total: 821623/855770
valid 182 ====> Acc@1 10.000 Acc@5 50.000
train 183 ====> Acc@1 9.950 Acc@5 49.810
sparsity 183 ====> 96.01% || num_zero/num_total: 821623/855770
valid 183 ====> Acc@1 10.000 Acc@5 50.000
train 184 ====> Acc@1 9.742 Acc@5 49.676
sparsity 184 ====> 96.01% || num_zero/num_total: 821623/855770
valid 184 ====> Acc@1 10.000 Acc@5 50.000
train 185 ====> Acc@1 10.008 Acc@5 49.818
sparsity 185 ====> 96.01% || num_zero/num_total: 821623/855770
valid 185 ====> Acc@1 10.000 Acc@5 50.000
train 186 ====> Acc@1 9.940 Acc@5 49.732
sparsity 186 ====> 96.01% || num_zero/num_total: 821623/855770
valid 186 ====> Acc@1 10.000 Acc@5 50.000
train 187 ====> Acc@1 9.686 Acc@5 49.724
sparsity 187 ====> 96.01% || num_zero/num_total: 821623/855770
valid 187 ====> Acc@1 10.000 Acc@5 50.000
train 188 ====> Acc@1 9.904 Acc@5 50.194
sparsity 188 ====> 96.01% || num_zero/num_total: 821623/855770
valid 188 ====> Acc@1 10.000 Acc@5 50.000
train 189 ====> Acc@1 9.902 Acc@5 50.094
sparsity 189 ====> 96.01% || num_zero/num_total: 821623/855770
valid 189 ====> Acc@1 10.000 Acc@5 50.000
train 190 ====> Acc@1 10.148 Acc@5 50.072
sparsity 190 ====> 96.01% || num_zero/num_total: 821623/855770
valid 190 ====> Acc@1 10.000 Acc@5 50.000
train 191 ====> Acc@1 9.960 Acc@5 49.480
sparsity 191 ====> 96.01% || num_zero/num_total: 821623/855770
valid 191 ====> Acc@1 10.000 Acc@5 50.000
train 192 ====> Acc@1 9.962 Acc@5 49.696
sparsity 192 ====> 96.01% || num_zero/num_total: 821623/855770
valid 192 ====> Acc@1 10.000 Acc@5 50.000
train 193 ====> Acc@1 9.840 Acc@5 49.736
sparsity 193 ====> 96.01% || num_zero/num_total: 821623/855770
valid 193 ====> Acc@1 10.000 Acc@5 50.000
train 194 ====> Acc@1 10.022 Acc@5 49.914
sparsity 194 ====> 96.01% || num_zero/num_total: 821623/855770
valid 194 ====> Acc@1 10.000 Acc@5 50.000
train 195 ====> Acc@1 9.974 Acc@5 49.806
sparsity 195 ====> 96.01% || num_zero/num_total: 821623/855770
valid 195 ====> Acc@1 10.000 Acc@5 50.000
train 196 ====> Acc@1 9.848 Acc@5 49.744
sparsity 196 ====> 96.01% || num_zero/num_total: 821623/855770
valid 196 ====> Acc@1 10.000 Acc@5 50.000
train 197 ====> Acc@1 10.048 Acc@5 49.970
sparsity 197 ====> 96.01% || num_zero/num_total: 821623/855770
valid 197 ====> Acc@1 10.000 Acc@5 50.000
train 198 ====> Acc@1 9.926 Acc@5 49.738
sparsity 198 ====> 96.01% || num_zero/num_total: 821623/855770
valid 198 ====> Acc@1 10.000 Acc@5 50.000
train 199 ====> Acc@1 10.140 Acc@5 50.062
sparsity 199 ====> 96.01% || num_zero/num_total: 821623/855770
valid 199 ====> Acc@1 10.000 Acc@5 50.000
train 200 ====> Acc@1 10.204 Acc@5 49.838
sparsity 200 ====> 96.01% || num_zero/num_total: 821623/855770
valid 200 ====> Acc@1 10.000 Acc@5 50.000
train 201 ====> Acc@1 9.872 Acc@5 50.050
sparsity 201 ====> 96.01% || num_zero/num_total: 821623/855770
valid 201 ====> Acc@1 10.000 Acc@5 50.000
train 202 ====> Acc@1 9.660 Acc@5 49.678
sparsity 202 ====> 96.01% || num_zero/num_total: 821623/855770
valid 202 ====> Acc@1 10.000 Acc@5 50.000
train 203 ====> Acc@1 10.106 Acc@5 49.982
sparsity 203 ====> 96.01% || num_zero/num_total: 821623/855770
valid 203 ====> Acc@1 10.000 Acc@5 50.000
train 204 ====> Acc@1 10.212 Acc@5 49.880
sparsity 204 ====> 96.01% || num_zero/num_total: 821623/855770
valid 204 ====> Acc@1 10.000 Acc@5 50.000
train 205 ====> Acc@1 9.916 Acc@5 49.678
sparsity 205 ====> 96.01% || num_zero/num_total: 821623/855770
valid 205 ====> Acc@1 10.000 Acc@5 50.000
train 206 ====> Acc@1 9.946 Acc@5 49.488
sparsity 206 ====> 96.01% || num_zero/num_total: 821623/855770
valid 206 ====> Acc@1 10.000 Acc@5 50.000
train 207 ====> Acc@1 10.304 Acc@5 50.172
sparsity 207 ====> 96.01% || num_zero/num_total: 821623/855770
valid 207 ====> Acc@1 10.000 Acc@5 50.000
train 208 ====> Acc@1 10.080 Acc@5 49.582
sparsity 208 ====> 96.01% || num_zero/num_total: 821623/855770
valid 208 ====> Acc@1 10.000 Acc@5 50.000
train 209 ====> Acc@1 9.944 Acc@5 49.852
sparsity 209 ====> 96.01% || num_zero/num_total: 821623/855770
valid 209 ====> Acc@1 10.000 Acc@5 50.000
train 210 ====> Acc@1 9.952 Acc@5 50.054
sparsity 210 ====> 96.01% || num_zero/num_total: 821623/855770
valid 210 ====> Acc@1 10.000 Acc@5 50.000
train 211 ====> Acc@1 9.760 Acc@5 49.770
sparsity 211 ====> 96.01% || num_zero/num_total: 821623/855770
valid 211 ====> Acc@1 10.000 Acc@5 50.000
train 212 ====> Acc@1 9.888 Acc@5 49.922
sparsity 212 ====> 96.01% || num_zero/num_total: 821623/855770
valid 212 ====> Acc@1 10.000 Acc@5 50.000
train 213 ====> Acc@1 9.766 Acc@5 49.720
sparsity 213 ====> 96.01% || num_zero/num_total: 821623/855770
valid 213 ====> Acc@1 10.000 Acc@5 50.000
train 214 ====> Acc@1 9.772 Acc@5 49.748
sparsity 214 ====> 96.01% || num_zero/num_total: 821623/855770
valid 214 ====> Acc@1 10.000 Acc@5 50.000
train 215 ====> Acc@1 10.054 Acc@5 50.444
sparsity 215 ====> 96.01% || num_zero/num_total: 821623/855770
valid 215 ====> Acc@1 10.000 Acc@5 50.000
train 216 ====> Acc@1 9.874 Acc@5 50.302
sparsity 216 ====> 96.01% || num_zero/num_total: 821623/855770
valid 216 ====> Acc@1 10.000 Acc@5 50.000
train 217 ====> Acc@1 9.702 Acc@5 49.712
sparsity 217 ====> 96.01% || num_zero/num_total: 821623/855770
valid 217 ====> Acc@1 10.000 Acc@5 50.000
train 218 ====> Acc@1 9.842 Acc@5 49.592
sparsity 218 ====> 96.01% || num_zero/num_total: 821623/855770
valid 218 ====> Acc@1 10.000 Acc@5 50.000
train 219 ====> Acc@1 9.914 Acc@5 50.220
sparsity 219 ====> 96.01% || num_zero/num_total: 821623/855770
valid 219 ====> Acc@1 10.000 Acc@5 50.000
train 220 ====> Acc@1 10.052 Acc@5 49.930
sparsity 220 ====> 96.01% || num_zero/num_total: 821623/855770
valid 220 ====> Acc@1 10.000 Acc@5 50.000
train 221 ====> Acc@1 9.870 Acc@5 49.950
sparsity 221 ====> 96.01% || num_zero/num_total: 821623/855770
valid 221 ====> Acc@1 10.000 Acc@5 50.000
train 222 ====> Acc@1 9.854 Acc@5 49.830
sparsity 222 ====> 96.01% || num_zero/num_total: 821623/855770
valid 222 ====> Acc@1 10.000 Acc@5 50.000
train 223 ====> Acc@1 9.712 Acc@5 49.952
sparsity 223 ====> 96.01% || num_zero/num_total: 821623/855770
valid 223 ====> Acc@1 10.000 Acc@5 50.000
train 224 ====> Acc@1 10.062 Acc@5 49.738
sparsity 224 ====> 96.01% || num_zero/num_total: 821623/855770
valid 224 ====> Acc@1 10.000 Acc@5 50.000
train 225 ====> Acc@1 9.964 Acc@5 49.852
sparsity 225 ====> 96.01% || num_zero/num_total: 821623/855770
valid 225 ====> Acc@1 10.000 Acc@5 50.000
train 226 ====> Acc@1 9.990 Acc@5 49.820
sparsity 226 ====> 96.01% || num_zero/num_total: 821623/855770
valid 226 ====> Acc@1 10.000 Acc@5 50.000
train 227 ====> Acc@1 9.786 Acc@5 49.882
sparsity 227 ====> 96.01% || num_zero/num_total: 821623/855770
valid 227 ====> Acc@1 10.000 Acc@5 50.000
train 228 ====> Acc@1 9.906 Acc@5 49.776
sparsity 228 ====> 96.01% || num_zero/num_total: 821623/855770
valid 228 ====> Acc@1 10.000 Acc@5 50.000
train 229 ====> Acc@1 10.062 Acc@5 49.962
sparsity 229 ====> 96.01% || num_zero/num_total: 821623/855770
valid 229 ====> Acc@1 10.000 Acc@5 50.000
train 230 ====> Acc@1 9.822 Acc@5 49.878
sparsity 230 ====> 96.01% || num_zero/num_total: 821623/855770
valid 230 ====> Acc@1 10.000 Acc@5 50.000
train 231 ====> Acc@1 9.804 Acc@5 49.730
sparsity 231 ====> 96.01% || num_zero/num_total: 821623/855770
valid 231 ====> Acc@1 10.000 Acc@5 50.000
train 232 ====> Acc@1 9.792 Acc@5 49.860
sparsity 232 ====> 96.01% || num_zero/num_total: 821623/855770
valid 232 ====> Acc@1 10.000 Acc@5 50.000
train 233 ====> Acc@1 9.980 Acc@5 50.334
sparsity 233 ====> 96.01% || num_zero/num_total: 821623/855770
valid 233 ====> Acc@1 10.000 Acc@5 50.000
train 234 ====> Acc@1 9.584 Acc@5 49.846
sparsity 234 ====> 96.01% || num_zero/num_total: 821623/855770
valid 234 ====> Acc@1 10.000 Acc@5 50.000
train 235 ====> Acc@1 9.776 Acc@5 49.810
sparsity 235 ====> 96.01% || num_zero/num_total: 821623/855770
valid 235 ====> Acc@1 10.000 Acc@5 50.000
train 236 ====> Acc@1 9.802 Acc@5 49.744
sparsity 236 ====> 96.01% || num_zero/num_total: 821623/855770
valid 236 ====> Acc@1 10.000 Acc@5 50.000
train 237 ====> Acc@1 9.982 Acc@5 50.020
sparsity 237 ====> 96.01% || num_zero/num_total: 821623/855770
valid 237 ====> Acc@1 10.000 Acc@5 50.000
train 238 ====> Acc@1 9.968 Acc@5 50.052
sparsity 238 ====> 96.01% || num_zero/num_total: 821623/855770
valid 238 ====> Acc@1 10.000 Acc@5 50.000
train 239 ====> Acc@1 9.762 Acc@5 49.606
sparsity 239 ====> 96.01% || num_zero/num_total: 821623/855770
valid 239 ====> Acc@1 10.000 Acc@5 50.000
train 240 ====> Acc@1 10.128 Acc@5 50.056
sparsity 240 ====> 96.01% || num_zero/num_total: 821623/855770
valid 240 ====> Acc@1 10.000 Acc@5 50.000
train 241 ====> Acc@1 10.092 Acc@5 50.292
sparsity 241 ====> 96.01% || num_zero/num_total: 821623/855770
valid 241 ====> Acc@1 10.000 Acc@5 50.000
train 242 ====> Acc@1 9.840 Acc@5 49.492
sparsity 242 ====> 96.01% || num_zero/num_total: 821623/855770
valid 242 ====> Acc@1 10.000 Acc@5 50.000
train 243 ====> Acc@1 9.884 Acc@5 49.898
sparsity 243 ====> 96.01% || num_zero/num_total: 821623/855770
valid 243 ====> Acc@1 10.000 Acc@5 50.000
train 244 ====> Acc@1 9.760 Acc@5 49.624
sparsity 244 ====> 96.01% || num_zero/num_total: 821623/855770
valid 244 ====> Acc@1 10.000 Acc@5 50.000
train 245 ====> Acc@1 10.036 Acc@5 49.602
sparsity 245 ====> 96.01% || num_zero/num_total: 821623/855770
valid 245 ====> Acc@1 10.000 Acc@5 50.000
train 246 ====> Acc@1 9.902 Acc@5 50.208
sparsity 246 ====> 96.01% || num_zero/num_total: 821623/855770
valid 246 ====> Acc@1 10.000 Acc@5 50.000
train 247 ====> Acc@1 10.108 Acc@5 49.672
sparsity 247 ====> 96.01% || num_zero/num_total: 821623/855770
valid 247 ====> Acc@1 10.000 Acc@5 50.000
train 248 ====> Acc@1 9.914 Acc@5 49.698
sparsity 248 ====> 96.01% || num_zero/num_total: 821623/855770
valid 248 ====> Acc@1 10.000 Acc@5 50.000
train 249 ====> Acc@1 9.878 Acc@5 49.914
sparsity 249 ====> 96.01% || num_zero/num_total: 821623/855770
valid 249 ====> Acc@1 10.000 Acc@5 50.000
train 250 ====> Acc@1 9.842 Acc@5 49.672
sparsity 250 ====> 96.01% || num_zero/num_total: 821623/855770
valid 250 ====> Acc@1 10.000 Acc@5 50.000
train 251 ====> Acc@1 9.908 Acc@5 49.850
sparsity 251 ====> 96.01% || num_zero/num_total: 821623/855770
valid 251 ====> Acc@1 10.000 Acc@5 50.000
train 252 ====> Acc@1 9.854 Acc@5 49.586
sparsity 252 ====> 96.01% || num_zero/num_total: 821623/855770
valid 252 ====> Acc@1 10.000 Acc@5 50.000
train 253 ====> Acc@1 9.948 Acc@5 49.882
sparsity 253 ====> 96.01% || num_zero/num_total: 821623/855770
valid 253 ====> Acc@1 10.000 Acc@5 50.000
train 254 ====> Acc@1 9.786 Acc@5 50.000
sparsity 254 ====> 96.01% || num_zero/num_total: 821623/855770
valid 254 ====> Acc@1 10.000 Acc@5 50.000
train 255 ====> Acc@1 9.716 Acc@5 50.002
sparsity 255 ====> 96.01% || num_zero/num_total: 821623/855770
valid 255 ====> Acc@1 10.000 Acc@5 50.000
train 256 ====> Acc@1 10.084 Acc@5 50.076
sparsity 256 ====> 96.01% || num_zero/num_total: 821623/855770
valid 256 ====> Acc@1 10.000 Acc@5 50.000
train 257 ====> Acc@1 10.164 Acc@5 49.892
sparsity 257 ====> 96.01% || num_zero/num_total: 821623/855770
valid 257 ====> Acc@1 10.000 Acc@5 50.000
train 258 ====> Acc@1 10.098 Acc@5 50.358
sparsity 258 ====> 96.01% || num_zero/num_total: 821623/855770
valid 258 ====> Acc@1 10.000 Acc@5 50.000
train 259 ====> Acc@1 10.148 Acc@5 50.392
sparsity 259 ====> 96.01% || num_zero/num_total: 821623/855770
valid 259 ====> Acc@1 10.000 Acc@5 50.000
train 260 ====> Acc@1 9.946 Acc@5 49.726
sparsity 260 ====> 96.01% || num_zero/num_total: 821623/855770
valid 260 ====> Acc@1 10.000 Acc@5 50.000
train 261 ====> Acc@1 9.820 Acc@5 49.698
sparsity 261 ====> 96.01% || num_zero/num_total: 821623/855770
valid 261 ====> Acc@1 10.000 Acc@5 50.000
train 262 ====> Acc@1 9.798 Acc@5 49.710
sparsity 262 ====> 96.01% || num_zero/num_total: 821623/855770
valid 262 ====> Acc@1 10.000 Acc@5 50.000
train 263 ====> Acc@1 9.704 Acc@5 49.800
sparsity 263 ====> 96.01% || num_zero/num_total: 821623/855770
valid 263 ====> Acc@1 10.000 Acc@5 50.000
train 264 ====> Acc@1 9.774 Acc@5 49.510
sparsity 264 ====> 96.01% || num_zero/num_total: 821623/855770
valid 264 ====> Acc@1 10.000 Acc@5 50.000
train 265 ====> Acc@1 9.958 Acc@5 49.636
sparsity 265 ====> 96.01% || num_zero/num_total: 821623/855770
valid 265 ====> Acc@1 10.000 Acc@5 50.000
train 266 ====> Acc@1 10.016 Acc@5 50.052
sparsity 266 ====> 96.01% || num_zero/num_total: 821623/855770
valid 266 ====> Acc@1 10.000 Acc@5 50.000
train 267 ====> Acc@1 9.918 Acc@5 49.818
sparsity 267 ====> 96.01% || num_zero/num_total: 821623/855770
valid 267 ====> Acc@1 10.000 Acc@5 50.000
train 268 ====> Acc@1 9.870 Acc@5 49.794
sparsity 268 ====> 96.01% || num_zero/num_total: 821623/855770
valid 268 ====> Acc@1 10.000 Acc@5 50.000
train 269 ====> Acc@1 10.086 Acc@5 50.198
sparsity 269 ====> 96.01% || num_zero/num_total: 821623/855770
valid 269 ====> Acc@1 10.000 Acc@5 50.000
train 270 ====> Acc@1 9.914 Acc@5 50.072
sparsity 270 ====> 96.01% || num_zero/num_total: 821623/855770
valid 270 ====> Acc@1 10.000 Acc@5 50.000
train 271 ====> Acc@1 9.884 Acc@5 49.586
sparsity 271 ====> 96.01% || num_zero/num_total: 821623/855770
valid 271 ====> Acc@1 10.000 Acc@5 50.000
train 272 ====> Acc@1 10.096 Acc@5 49.592
sparsity 272 ====> 96.01% || num_zero/num_total: 821623/855770
valid 272 ====> Acc@1 10.000 Acc@5 50.000
train 273 ====> Acc@1 9.806 Acc@5 49.700
sparsity 273 ====> 96.01% || num_zero/num_total: 821623/855770
valid 273 ====> Acc@1 10.000 Acc@5 50.000
train 274 ====> Acc@1 10.054 Acc@5 49.882
sparsity 274 ====> 96.01% || num_zero/num_total: 821623/855770
valid 274 ====> Acc@1 10.000 Acc@5 50.000
train 275 ====> Acc@1 9.826 Acc@5 49.382
sparsity 275 ====> 96.01% || num_zero/num_total: 821623/855770
valid 275 ====> Acc@1 10.000 Acc@5 50.000
train 276 ====> Acc@1 9.876 Acc@5 49.872
sparsity 276 ====> 96.01% || num_zero/num_total: 821623/855770
valid 276 ====> Acc@1 10.000 Acc@5 50.000
train 277 ====> Acc@1 9.934 Acc@5 49.594
sparsity 277 ====> 96.01% || num_zero/num_total: 821623/855770
valid 277 ====> Acc@1 10.000 Acc@5 50.000
train 278 ====> Acc@1 9.840 Acc@5 50.152
sparsity 278 ====> 96.01% || num_zero/num_total: 821623/855770
valid 278 ====> Acc@1 10.000 Acc@5 50.000
train 279 ====> Acc@1 10.052 Acc@5 49.728
sparsity 279 ====> 96.01% || num_zero/num_total: 821623/855770
valid 279 ====> Acc@1 10.000 Acc@5 50.000
train 280 ====> Acc@1 9.892 Acc@5 49.766
sparsity 280 ====> 96.01% || num_zero/num_total: 821623/855770
valid 280 ====> Acc@1 10.000 Acc@5 50.000
train 281 ====> Acc@1 10.014 Acc@5 49.846
sparsity 281 ====> 96.01% || num_zero/num_total: 821623/855770
valid 281 ====> Acc@1 10.000 Acc@5 50.000
train 282 ====> Acc@1 10.168 Acc@5 49.858
sparsity 282 ====> 96.01% || num_zero/num_total: 821623/855770
valid 282 ====> Acc@1 10.000 Acc@5 50.000
train 283 ====> Acc@1 10.026 Acc@5 49.916
sparsity 283 ====> 96.01% || num_zero/num_total: 821623/855770
valid 283 ====> Acc@1 10.000 Acc@5 50.000
train 284 ====> Acc@1 9.948 Acc@5 49.892
sparsity 284 ====> 96.01% || num_zero/num_total: 821623/855770
valid 284 ====> Acc@1 10.000 Acc@5 50.000
train 285 ====> Acc@1 9.924 Acc@5 49.942
sparsity 285 ====> 96.01% || num_zero/num_total: 821623/855770
valid 285 ====> Acc@1 10.000 Acc@5 50.000
train 286 ====> Acc@1 10.090 Acc@5 50.036
sparsity 286 ====> 96.01% || num_zero/num_total: 821623/855770
valid 286 ====> Acc@1 10.000 Acc@5 50.000
train 287 ====> Acc@1 10.046 Acc@5 50.240
sparsity 287 ====> 96.01% || num_zero/num_total: 821623/855770
valid 287 ====> Acc@1 10.000 Acc@5 50.000
train 288 ====> Acc@1 9.798 Acc@5 49.822
sparsity 288 ====> 96.01% || num_zero/num_total: 821623/855770
valid 288 ====> Acc@1 10.000 Acc@5 50.000
train 289 ====> Acc@1 10.038 Acc@5 49.528
sparsity 289 ====> 96.01% || num_zero/num_total: 821623/855770
valid 289 ====> Acc@1 10.000 Acc@5 50.000
train 290 ====> Acc@1 9.978 Acc@5 49.924
sparsity 290 ====> 96.01% || num_zero/num_total: 821623/855770
valid 290 ====> Acc@1 10.000 Acc@5 50.000
train 291 ====> Acc@1 10.074 Acc@5 49.878
sparsity 291 ====> 96.01% || num_zero/num_total: 821623/855770
valid 291 ====> Acc@1 10.000 Acc@5 50.000
train 292 ====> Acc@1 9.886 Acc@5 49.714
sparsity 292 ====> 96.01% || num_zero/num_total: 821623/855770
valid 292 ====> Acc@1 10.000 Acc@5 50.000
train 293 ====> Acc@1 10.102 Acc@5 49.980
sparsity 293 ====> 96.01% || num_zero/num_total: 821623/855770
valid 293 ====> Acc@1 10.000 Acc@5 50.000
train 294 ====> Acc@1 10.006 Acc@5 49.936
sparsity 294 ====> 96.01% || num_zero/num_total: 821623/855770
valid 294 ====> Acc@1 10.000 Acc@5 50.000
train 295 ====> Acc@1 10.010 Acc@5 49.740
sparsity 295 ====> 96.01% || num_zero/num_total: 821623/855770
valid 295 ====> Acc@1 10.000 Acc@5 50.000
train 296 ====> Acc@1 9.794 Acc@5 50.300
sparsity 296 ====> 96.01% || num_zero/num_total: 821623/855770
valid 296 ====> Acc@1 10.000 Acc@5 50.000
train 297 ====> Acc@1 9.846 Acc@5 50.242
sparsity 297 ====> 96.01% || num_zero/num_total: 821623/855770
valid 297 ====> Acc@1 10.000 Acc@5 50.000
train 298 ====> Acc@1 10.002 Acc@5 50.432
sparsity 298 ====> 96.01% || num_zero/num_total: 821623/855770
valid 298 ====> Acc@1 10.000 Acc@5 50.000
train 299 ====> Acc@1 9.974 Acc@5 50.128
sparsity 299 ====> 96.01% || num_zero/num_total: 821623/855770
valid 299 ====> Acc@1 10.000 Acc@5 50.000
[0, 10.024, 49.638, 10.0, 50.0]
